Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Days at Company
0,1,1,1.0,2.0,5.2,0.27,5775
1,0,1,3.0,5.0,6.8,0.47,5946
1,1,0,1.0,3.0,5.5,0.35,5863
1,0,0,3.0,6.0,7.0,0.69,6086
1,1,1,4.0,8.0,8.1,0.69,5809
1,1,1,2.0,4.0,5.0,0.38,6004
1,0,0,2.0,4.0,7.2,0.57,6027
1,1,1,2.0,5.0,7.7,0.58,6005
0,1,1,0.0,1.0,2.6,0.09,5750
0,1,1,2.0,4.0,6.0,0.46,6050
0,1,1,0.0,1.0,3.2,0.12,6042
1,1,0,3.0,7.0,8.1,0.75,5830
0,0,1,2.0,3.0,1.2,0.05,5975
1,1,0,3.0,7.0,7.6,0.79,6007
1,1,1,3.0,5.0,7.4,0.63,6090
1,1,1,3.0,5.0,5.4,0.42,5995
1,1,1,1.0,3.0,5.5,0.46,5814
1,1,1,2.0,4.0,6.1,0.5,6039
1,0,1,2.0,3.0,5.6,0.32,5907
0,1,1,1.0,4.0,4.5,0.35,5998
1,0,0,4.0,6.0,6.5,0.49,5990
0,1,1,0.0,2.0,2.6,0.16,5877
0,1,1,2.0,3.0,3.7,0.29,5893
0,1,1,2.0,4.0,4.8,0.36,5995
0,1,1,2.0,3.0,4.2,0.22,5918
0,1,0,2.0,4.0,3.3,0.11,6022
0,1,0,3.0,6.0,7.9,0.62,5830
0,1,0,2.0,5.0,7.2,0.53,6067
0,0,1,2.0,6.0,6.4,0.55,5864
1,0,1,0.0,1.0,3.8,0.2,5888
0,1,0,1.0,1.0,4.9,0.27,5769
0,1,0,2.0,3.0,6.0,0.42,5817
0,1,0,1.0,4.0,6.1,0.56,5920
0,0,0,3.0,6.0,7.2,0.59,5751
0,0,1,3.0,4.0,5.7,0.38,5949
1,1,1,2.0,4.0,6.8,0.48,6025
0,0,1,1.0,2.0,5.1,0.37,5988
1,1,0,4.0,9.0,9.8,0.98,5903
1,1,0,4.0,6.0,8.3,0.66,5777
1,1,1,1.0,1.0,3.3,0.2,5891
1,1,1,4.0,7.0,7.8,0.64,5867
0,1,1,2.0,5.0,8.1,0.62,5912
1,0,0,2.0,4.0,3.2,0.27,5944
1,1,1,2.0,6.0,6.9,0.51,5745
1,0,1,2.0,6.0,8.3,0.74,5777
0,1,0,4.0,9.0,9.3,1.0,5957
1,0,1,2.0,5.0,7.1,0.52,5965
1,1,0,1.0,4.0,6.0,0.47,5790
1,1,1,4.0,8.0,7.4,0.71,5747
1,1,0,1.0,4.0,4.6,0.36,5917
0,1,0,4.0,7.0,6.6,0.56,5789
1,1,0,3.0,6.0,5.4,0.43,5967
0,1,0,4.0,6.0,8.4,0.65,5897
0,0,0,4.0,8.0,7.5,0.67,6036
1,0,0,4.0,8.0,8.5,0.91,5792
1,0,0,3.0,5.0,5.4,0.5,5936
1,0,0,2.0,4.0,5.4,0.36,6048
0,0,1,0.0,2.0,3.7,0.22,5868
0,1,0,3.0,4.0,6.3,0.46,5847
1,0,1,2.0,5.0,7.0,0.54,5836
1,1,1,1.0,2.0,5.0,0.31,5847
0,1,0,3.0,8.0,8.3,0.71,5976
1,1,0,3.0,5.0,6.6,0.51,6105
1,0,0,2.0,3.0,4.7,0.29,5753
1,1,1,2.0,3.0,2.8,0.19,6009
0,0,0,2.0,2.0,1.6,0.1,5783
1,1,0,2.0,4.0,6.6,0.44,5913
1,0,0,3.0,7.0,8.2,0.82,5847
1,1,0,2.0,5.0,5.9,0.4,5966
1,1,1,2.0,4.0,6.3,0.46,5753
1,0,1,1.0,1.0,0.0,0.0,5817
0,1,1,3.0,4.0,5.9,0.49,5765
1,1,1,4.0,7.0,7.8,0.71,5746
1,1,1,2.0,3.0,4.8,0.38,5785
0,1,0,2.0,5.0,6.3,0.55,5864
0,1,1,4.0,9.0,9.1,0.73,5983
0,1,1,3.0,5.0,6.5,0.51,5803
0,0,1,1.0,3.0,4.4,0.25,5912
1,1,0,2.0,4.0,5.0,0.41,6041
0,1,0,2.0,5.0,6.7,0.6,6042
0,1,1,0.0,1.0,3.6,0.17,6057
0,0,0,1.0,4.0,5.6,0.35,6000
0,1,1,3.0,5.0,5.1,0.35,6003
0,0,0,4.0,8.0,8.7,0.77,5753
0,0,1,1.0,2.0,4.2,0.25,5971
1,1,0,2.0,5.0,6.3,0.56,5903
1,1,1,1.0,2.0,2.1,0.16,5923
0,1,1,2.0,4.0,4.1,0.33,5812
0,1,1,3.0,6.0,7.3,0.57,5898
0,1,1,1.0,4.0,5.2,0.3,5863
0,1,1,1.0,4.0,4.4,0.39,5828
1,0,0,2.0,5.0,7.1,0.53,5968
0,1,0,2.0,6.0,7.0,0.68,5851
1,1,0,2.0,4.0,8.0,0.6,5863
0,1,0,0.0,1.0,2.6,0.2,5952
1,1,1,0.0,2.0,2.8,0.19,5842
0,0,0,4.0,8.0,7.8,0.7,5874
1,1,1,2.0,4.0,5.0,0.47,5743
0,0,0,3.0,5.0,6.4,0.59,5988
0,0,1,5.0,9.0,7.8,0.79,5918
1,0,1,0.0,1.0,1.0,0.09,5867
0,1,0,3.0,6.0,4.3,0.36,5787
0,1,0,0.0,1.0,2.7,0.14,6057
1,0,1,1.0,2.0,0.0,0.0,6090
1,0,0,3.0,8.0,9.2,0.81,6058
0,0,0,4.0,8.0,7.5,0.7,5777
1,1,1,2.0,4.0,4.8,0.35,5883
1,0,1,0.0,1.0,3.9,0.26,6088
1,1,1,2.0,3.0,5.2,0.37,5807
0,1,0,1.0,2.0,5.2,0.36,6082
1,1,0,2.0,4.0,4.8,0.41,5875
0,1,0,3.0,7.0,6.5,0.54,6059
1,1,1,2.0,2.0,2.9,0.22,5747
1,0,1,1.0,3.0,5.4,0.31,5979
1,1,1,2.0,4.0,4.7,0.39,6020
1,0,0,3.0,6.0,6.2,0.54,6035
0,1,1,3.0,7.0,6.2,0.57,5957
0,1,1,1.0,2.0,4.1,0.31,5782
1,0,1,2.0,4.0,7.2,0.55,6106
1,1,1,2.0,3.0,6.4,0.47,5989
1,1,1,3.0,6.0,7.0,0.55,5985
0,1,0,2.0,5.0,7.0,0.56,5918
0,1,0,2.0,4.0,4.3,0.35,5853
1,1,0,4.0,8.0,7.3,0.64,6062
0,1,1,4.0,6.0,5.3,0.49,5758
0,1,0,0.0,2.0,2.2,0.15,5976
0,0,0,4.0,6.0,7.2,0.64,5774
1,0,1,1.0,2.0,4.5,0.23,5997
1,1,0,1.0,2.0,3.4,0.14,6108
1,0,0,2.0,4.0,3.6,0.28,5902
1,0,0,3.0,7.0,7.8,0.61,5949
1,1,1,1.0,3.0,4.9,0.32,5788
1,1,0,3.0,5.0,8.4,0.67,5796
0,0,0,3.0,7.0,7.4,0.54,5812
1,0,0,3.0,5.0,7.3,0.55,6030
0,1,1,3.0,7.0,8.8,0.83,6011
1,1,0,3.0,6.0,7.1,0.69,5902
0,0,0,2.0,4.0,7.4,0.68,6059
0,0,0,2.0,5.0,8.0,0.6,5889
1,1,1,1.0,3.0,5.1,0.46,5986
0,1,1,1.0,2.0,4.0,0.32,5921
1,0,1,1.0,3.0,5.7,0.44,6096
0,1,1,1.0,2.0,4.8,0.25,5800
1,0,0,3.0,6.0,8.0,0.6,5955
0,1,1,2.0,3.0,5.5,0.4,5839
1,0,0,2.0,5.0,5.8,0.51,5833
1,1,0,3.0,5.0,6.9,0.67,5815
1,1,0,1.0,3.0,5.9,0.45,6055
0,0,0,1.0,3.0,3.7,0.31,5931
0,1,0,3.0,6.0,9.3,0.81,6021
0,1,0,3.0,8.0,7.7,0.79,5804
0,1,0,1.0,2.0,5.6,0.4,5866
1,1,0,2.0,4.0,4.5,0.39,5909
0,0,1,1.0,1.0,3.6,0.22,5931
0,0,1,1.0,3.0,6.0,0.4,5862
1,1,1,1.0,2.0,2.0,0.04,6017
1,1,1,0.0,1.0,0.0,0.0,6052
1,1,0,2.0,6.0,7.1,0.62,5856
0,1,0,1.0,5.0,5.7,0.51,6073
1,1,1,2.0,3.0,2.5,0.2,5913
1,1,0,1.0,4.0,6.9,0.47,5767
0,1,0,2.0,3.0,4.4,0.21,5949
1,1,1,3.0,6.0,6.3,0.46,5769
1,0,1,2.0,3.0,6.5,0.45,5936
1,1,0,3.0,7.0,7.7,0.72,5759
0,0,1,2.0,4.0,6.4,0.41,6033
1,1,1,2.0,4.0,6.5,0.44,6105
0,1,1,2.0,4.0,5.1,0.43,5915
1,0,0,1.0,4.0,5.8,0.52,5942
0,0,1,1.0,4.0,5.7,0.44,5761
1,1,0,2.0,6.0,7.7,0.78,5834
0,1,1,2.0,4.0,4.9,0.34,5852
0,1,0,1.0,3.0,3.0,0.18,5946
0,1,1,3.0,5.0,5.3,0.38,5959
1,1,1,2.0,4.0,6.3,0.41,6000
0,0,0,2.0,4.0,4.4,0.32,6057
1,1,0,5.0,9.0,9.6,0.82,6048
0,1,1,3.0,6.0,7.4,0.52,5919
0,1,1,2.0,3.0,2.7,0.21,5746
1,1,1,2.0,5.0,6.3,0.56,6065
0,1,0,4.0,8.0,7.7,0.57,5903
1,1,0,1.0,2.0,4.5,0.35,6052
1,0,1,2.0,4.0,7.3,0.64,5975
0,1,0,2.0,3.0,5.6,0.5,5790
1,0,0,2.0,4.0,7.5,0.53,5965
0,0,1,1.0,3.0,5.1,0.35,5933
0,0,1,3.0,4.0,5.9,0.42,5972
0,1,0,3.0,6.0,7.8,0.69,5992
1,0,0,2.0,3.0,6.2,0.39,6030
1,0,1,4.0,7.0,7.5,0.62,5780
0,0,0,3.0,6.0,6.8,0.55,5831
1,1,0,4.0,6.0,6.7,0.64,5924
1,1,0,3.0,6.0,6.4,0.54,5885
1,1,1,2.0,5.0,4.9,0.31,5828
0,1,1,1.0,4.0,5.9,0.51,5776
1,0,1,1.0,2.0,4.3,0.24,5843
0,0,0,0.0,1.0,2.4,0.11,6072
0,1,1,2.0,5.0,5.7,0.35,6000
0,1,1,2.0,3.0,5.1,0.39,5934
0,1,0,2.0,4.0,5.5,0.39,5986
1,1,0,4.0,8.0,8.9,0.74,6059
0,0,0,3.0,7.0,8.6,0.7,5813
0,1,1,2.0,4.0,5.3,0.38,5933
1,0,0,1.0,4.0,6.1,0.39,5881
1,0,0,2.0,3.0,6.6,0.46,5779
1,1,0,1.0,2.0,4.5,0.33,5935
1,1,1,1.0,3.0,5.1,0.46,5918
0,1,1,2.0,4.0,5.0,0.34,5852
0,1,0,1.0,3.0,4.3,0.37,5931
1,0,0,1.0,3.0,5.8,0.37,5997
0,1,1,3.0,4.0,4.9,0.41,5821
0,0,0,4.0,7.0,10.0,0.88,5827
0,1,1,2.0,4.0,5.3,0.47,6080
0,0,1,0.0,1.0,0.0,0.0,5888
0,1,1,2.0,4.0,4.3,0.34,5854
0,1,1,1.0,4.0,4.2,0.3,5770
0,0,1,1.0,1.0,1.0,0.0,5781
0,1,0,0.0,1.0,2.4,0.11,5794
0,1,1,1.0,2.0,2.1,0.07,5748
0,1,1,1.0,3.0,5.5,0.48,5864
1,0,1,2.0,4.0,3.7,0.3,5968
0,0,0,1.0,4.0,7.3,0.5,5786
1,1,1,2.0,5.0,5.8,0.49,5839
0,0,0,3.0,6.0,4.8,0.42,5985
1,1,0,2.0,4.0,6.9,0.56,5779
0,1,1,4.0,7.0,6.9,0.57,6014
1,0,1,3.0,7.0,7.5,0.66,5988
0,1,1,3.0,5.0,7.0,0.49,6026
0,1,1,3.0,6.0,6.9,0.45,5910
1,0,0,5.0,10.0,7.9,0.73,5854
1,1,1,2.0,3.0,4.8,0.37,5863
0,0,1,3.0,6.0,5.4,0.45,5821
0,1,0,5.0,9.0,8.6,0.85,6006
1,1,1,1.0,2.0,3.2,0.12,5881
1,0,0,4.0,8.0,7.3,0.52,5862
0,1,0,2.0,4.0,4.8,0.41,5989
0,1,1,3.0,4.0,3.7,0.28,5927
1,0,1,2.0,4.0,5.1,0.37,5913
0,1,0,4.0,7.0,6.7,0.62,6102
1,0,1,0.0,1.0,2.2,0.11,5939
1,0,0,0.0,1.0,2.0,0.16,5891
0,1,1,1.0,4.0,4.1,0.32,5913
1,1,0,1.0,3.0,5.0,0.38,5956
1,1,1,2.0,4.0,4.7,0.41,5827
1,0,0,0.0,1.0,3.9,0.26,6049
0,1,0,4.0,8.0,7.4,0.68,5993
1,1,0,2.0,4.0,6.8,0.53,5898
0,1,1,1.0,2.0,4.7,0.39,6097
1,0,1,1.0,3.0,5.7,0.37,5852
0,0,1,2.0,4.0,4.7,0.41,6083
1,0,1,1.0,2.0,3.4,0.28,5820
0,0,0,2.0,4.0,5.2,0.38,5871
1,1,1,2.0,5.0,6.9,0.6,6049
0,1,1,1.0,3.0,5.9,0.36,6053
1,1,1,1.0,3.0,4.3,0.37,5972
0,1,1,2.0,4.0,5.8,0.35,6079
0,1,1,3.0,6.0,5.9,0.48,6084
1,1,0,4.0,6.0,8.2,0.61,5749
0,1,1,2.0,4.0,5.7,0.47,5980
1,1,1,4.0,7.0,7.2,0.59,6064
0,1,0,2.0,6.0,6.8,0.51,5969
0,1,1,3.0,4.0,5.5,0.47,5961
0,0,1,2.0,4.0,6.3,0.45,5918
1,1,1,4.0,7.0,8.9,0.74,6029
1,1,1,1.0,3.0,5.8,0.44,5939
1,1,0,2.0,4.0,6.8,0.52,5877
0,1,1,2.0,4.0,2.2,0.18,5879
1,0,1,2.0,5.0,6.5,0.56,5876
1,0,0,2.0,5.0,6.7,0.5,5776
1,1,1,1.0,3.0,3.5,0.2,5911
1,1,0,1.0,5.0,6.6,0.58,5941
0,1,1,1.0,2.0,5.1,0.27,5883
0,1,0,3.0,5.0,5.0,0.41,6102
1,1,1,2.0,2.0,3.5,0.25,5968
1,1,0,0.0,1.0,2.4,0.18,5804
1,1,1,1.0,2.0,4.7,0.36,6105
1,0,0,2.0,5.0,6.5,0.64,6088
1,0,0,0.0,2.0,3.5,0.14,6024
1,0,0,4.0,8.0,7.9,0.76,5891
1,1,1,1.0,2.0,5.1,0.32,5970
0,0,0,2.0,5.0,6.3,0.55,6027
1,0,0,2.0,5.0,7.0,0.69,6055
0,1,0,3.0,6.0,7.3,0.62,5829
1,1,1,4.0,8.0,9.6,0.83,6003
1,0,1,1.0,2.0,3.7,0.31,5746
0,0,0,2.0,4.0,5.8,0.42,5902
1,1,0,3.0,8.0,7.7,0.7,5782
1,1,1,0.0,1.0,1.8,0.05,5749
1,0,1,2.0,4.0,5.6,0.48,5967
0,0,0,3.0,6.0,6.6,0.49,5747
0,1,0,2.0,5.0,7.9,0.59,5940
1,1,0,3.0,5.0,7.2,0.49,5808
1,1,0,0.0,1.0,1.1,0.08,5821
1,1,0,4.0,7.0,6.6,0.59,5854
0,1,1,2.0,4.0,5.6,0.32,6054
0,1,1,2.0,5.0,5.3,0.42,5878
0,1,1,1.0,2.0,6.1,0.4,6058
1,1,0,4.0,7.0,7.6,0.57,5859
0,1,0,3.0,5.0,6.5,0.44,5858
0,0,0,2.0,4.0,7.7,0.6,5757
1,1,0,2.0,6.0,6.4,0.56,5990
1,1,1,4.0,8.0,9.6,0.85,6101
0,0,1,2.0,5.0,7.0,0.47,5975
1,1,1,2.0,6.0,9.1,0.77,5802
1,0,1,1.0,2.0,4.3,0.23,5933
0,0,1,1.0,3.0,5.1,0.27,6083
0,0,0,2.0,3.0,6.3,0.42,6033
0,1,1,2.0,4.0,7.2,0.53,6043
0,0,1,3.0,5.0,6.3,0.53,5752
1,0,0,3.0,6.0,6.2,0.51,6027
1,0,1,3.0,4.0,6.1,0.44,6013
1,1,1,2.0,4.0,4.6,0.42,5769
0,1,1,2.0,4.0,5.5,0.48,5747
0,0,0,2.0,4.0,3.1,0.25,5756
1,1,0,2.0,5.0,6.3,0.58,6000
1,1,1,1.0,3.0,3.3,0.15,6066
0,0,0,2.0,5.0,6.6,0.47,5848
1,1,1,3.0,5.0,5.2,0.35,5898
1,0,0,1.0,2.0,4.3,0.24,5768
0,1,0,1.0,3.0,4.5,0.36,5894
0,0,0,1.0,2.0,3.5,0.15,5991
1,0,0,3.0,5.0,7.3,0.55,5948
0,1,0,3.0,5.0,5.2,0.37,5891
0,0,0,3.0,5.0,4.8,0.43,5814
0,1,1,1.0,3.0,2.8,0.11,6030
0,0,0,0.0,1.0,0.0,0.0,6096
1,1,1,3.0,6.0,7.9,0.58,5931
0,0,1,3.0,5.0,4.9,0.36,6098
0,1,0,2.0,4.0,5.5,0.52,5989
0,0,0,3.0,7.0,5.9,0.56,5950
1,1,0,3.0,6.0,8.1,0.64,5936
1,1,0,1.0,2.0,3.5,0.29,6043
0,1,1,2.0,3.0,6.7,0.5,5832
0,1,1,2.0,4.0,1.8,0.13,5863
0,1,1,2.0,5.0,4.8,0.39,6036
1,0,0,2.0,5.0,6.4,0.53,6108
1,1,0,2.0,3.0,4.5,0.25,5906
0,0,0,0.0,1.0,0.7,0.02,6039
1,1,0,2.0,5.0,6.9,0.64,6021
0,0,0,4.0,7.0,9.1,0.82,5807
1,1,0,2.0,5.0,6.1,0.47,5760
1,1,0,4.0,8.0,9.0,0.75,5880
1,1,1,3.0,5.0,6.8,0.46,5808
0,1,1,2.0,4.0,6.8,0.47,5874
1,0,0,3.0,7.0,7.3,0.53,6000
1,0,0,2.0,4.0,7.3,0.51,5752
0,1,0,3.0,7.0,7.6,0.65,6027
1,1,0,4.0,8.0,8.0,0.75,6030
0,0,0,4.0,7.0,9.3,0.88,5973
0,1,0,3.0,6.0,4.9,0.45,6061
0,0,1,2.0,5.0,6.0,0.51,5805
1,1,1,2.0,3.0,5.8,0.5,5952
1,0,1,2.0,6.0,7.3,0.53,5891
0,0,1,1.0,3.0,5.1,0.36,6011
0,1,0,1.0,2.0,3.4,0.19,5975
0,0,1,2.0,4.0,5.6,0.45,6098
0,1,0,2.0,3.0,6.3,0.46,6053
0,0,0,3.0,6.0,6.4,0.61,5955
1,0,0,2.0,3.0,4.6,0.25,6073
1,1,0,2.0,4.0,5.0,0.33,6079
0,0,1,2.0,4.0,3.3,0.26,6084
1,0,1,3.0,5.0,4.8,0.41,5961
1,1,1,2.0,2.0,4.3,0.22,5851
1,0,1,2.0,2.0,4.6,0.26,6087
1,1,0,2.0,4.0,6.9,0.63,5785
1,1,1,1.0,3.0,4.1,0.33,5848
1,1,0,2.0,6.0,7.5,0.74,5919
1,1,1,0.0,2.0,4.0,0.3,5998
0,1,0,4.0,7.0,6.6,0.49,6092
1,0,0,2.0,6.0,7.6,0.73,5972
0,0,1,2.0,5.0,6.1,0.57,5781
1,1,0,2.0,5.0,7.1,0.59,6005
0,1,0,3.0,6.0,6.1,0.51,6089
0,1,0,4.0,8.0,7.9,0.84,5838
1,0,0,2.0,5.0,6.3,0.59,5943
1,0,0,2.0,6.0,7.9,0.71,5848
0,1,1,1.0,2.0,4.8,0.31,6096
1,1,0,3.0,5.0,6.3,0.55,5762
0,0,0,3.0,6.0,7.2,0.6,6065
0,1,1,3.0,6.0,6.3,0.48,6101
0,1,1,2.0,6.0,7.7,0.76,5743
1,1,1,2.0,5.0,5.6,0.45,5869
1,1,0,4.0,8.0,9.6,0.8,5751
0,1,0,2.0,4.0,5.8,0.48,5810
1,1,1,2.0,3.0,4.4,0.37,5962
1,1,1,1.0,2.0,5.8,0.42,5887
0,0,1,2.0,3.0,5.4,0.33,6062
0,1,0,4.0,8.0,7.4,0.74,5811
0,0,0,2.0,3.0,5.0,0.27,6012
1,1,0,2.0,3.0,6.2,0.49,6084
0,1,1,3.0,5.0,6.7,0.43,5888
0,0,1,2.0,3.0,4.6,0.28,6003
0,0,1,2.0,4.0,2.7,0.14,5903
0,1,1,0.0,1.0,5.0,0.3,5826
0,1,1,2.0,4.0,4.8,0.41,5778
0,1,1,2.0,4.0,5.4,0.31,6080
0,1,1,2.0,4.0,6.7,0.57,5904
1,1,1,3.0,5.0,5.0,0.4,6010
1,0,0,2.0,6.0,6.7,0.54,5770
0,1,1,3.0,5.0,5.4,0.46,5875
0,0,1,0.0,1.0,2.7,0.18,6002
0,1,1,3.0,5.0,6.8,0.66,6087
0,1,0,4.0,8.0,8.0,0.74,6051
0,0,0,1.0,2.0,4.6,0.35,5919
1,1,0,2.0,5.0,7.5,0.6,5762
1,1,0,4.0,8.0,7.3,0.67,5978
0,0,1,2.0,5.0,6.5,0.47,5860
1,0,1,2.0,4.0,6.2,0.42,5978
0,1,0,5.0,9.0,8.9,0.94,6072
1,1,1,1.0,3.0,2.8,0.23,6040
0,0,0,4.0,7.0,7.8,0.69,6008
1,1,0,4.0,8.0,9.1,0.87,6070
1,1,1,1.0,2.0,5.4,0.35,6040
1,1,1,4.0,7.0,6.9,0.68,5972
0,1,1,3.0,5.0,6.0,0.39,5818
0,0,1,2.0,4.0,6.5,0.48,5805
0,1,0,3.0,5.0,7.8,0.63,5842
0,1,1,2.0,4.0,5.4,0.37,5774
0,0,1,3.0,6.0,7.1,0.57,6070
0,0,1,0.0,1.0,2.8,0.16,5969
0,0,0,2.0,4.0,3.5,0.3,5955
1,1,1,2.0,3.0,4.4,0.28,5749
0,0,0,2.0,5.0,3.9,0.33,5987
0,1,0,0.0,1.0,3.0,0.14,5744
0,0,1,3.0,5.0,5.6,0.4,5761
0,1,0,1.0,2.0,4.5,0.23,6081
0,0,1,2.0,4.0,2.5,0.19,5949
1,1,0,2.0,6.0,7.1,0.6,5834
0,1,1,5.0,10.0,10.0,0.92,5837
1,1,1,1.0,2.0,5.3,0.38,5902
0,1,0,3.0,8.0,7.2,0.73,6100
0,1,1,2.0,3.0,5.2,0.45,6054
1,1,0,0.0,1.0,0.2,0.0,5911
0,0,1,4.0,8.0,5.9,0.51,6005
0,0,1,2.0,4.0,4.8,0.35,5761
1,1,1,0.0,1.0,3.9,0.21,5799
1,1,1,3.0,7.0,7.1,0.73,5778
1,1,1,1.0,3.0,5.6,0.43,6031
1,1,0,4.0,8.0,8.2,0.73,5861
0,0,0,0.0,1.0,4.7,0.23,5867
0,1,0,4.0,8.0,5.9,0.55,5837
1,1,0,2.0,5.0,5.4,0.48,5772
1,0,0,4.0,8.0,8.3,0.63,5898
0,1,1,1.0,4.0,5.9,0.43,5853
1,1,0,3.0,7.0,6.6,0.57,6050
1,0,1,1.0,3.0,4.9,0.4,5809
0,0,1,1.0,3.0,5.3,0.42,6013
1,0,1,2.0,5.0,7.1,0.67,5807
0,1,1,0.0,1.0,0.9,0.0,6090
1,1,1,4.0,8.0,7.6,0.62,5885
0,0,1,1.0,3.0,4.8,0.39,5824
0,1,1,2.0,4.0,5.1,0.41,6058
1,1,1,3.0,5.0,3.9,0.33,6007
0,1,1,0.0,1.0,0.0,0.0,5888
1,0,0,2.0,5.0,8.0,0.61,6037
0,1,0,1.0,2.0,4.0,0.2,6013
0,1,1,2.0,3.0,6.6,0.43,6080
0,1,0,4.0,7.0,6.8,0.69,5928
0,0,0,4.0,6.0,6.1,0.59,5811
1,1,0,5.0,10.0,9.4,1.0,5841
1,1,0,3.0,4.0,6.7,0.45,5943
1,1,1,0.0,1.0,0.0,0.0,5788
1,1,0,2.0,4.0,6.3,0.55,5783
0,1,0,1.0,2.0,6.2,0.5,6051
1,1,1,2.0,3.0,5.2,0.35,6103
0,0,1,0.0,1.0,2.3,0.08,5755
0,1,1,1.0,3.0,4.4,0.35,5857
0,1,0,4.0,7.0,7.4,0.54,6065
0,1,0,3.0,6.0,8.7,0.7,5964
0,1,1,0.0,1.0,2.5,0.12,6043
1,0,1,4.0,6.0,6.5,0.57,5937
0,0,0,3.0,6.0,7.5,0.7,5763
1,1,0,4.0,7.0,7.4,0.63,6096
0,1,0,1.0,4.0,6.0,0.37,5996
1,0,0,2.0,5.0,8.9,0.7,5822
1,0,1,1.0,2.0,2.7,0.16,5838
0,1,0,3.0,6.0,4.8,0.37,5895
0,0,1,3.0,7.0,5.9,0.52,5924
1,1,0,3.0,5.0,8.4,0.66,5963
0,0,1,3.0,5.0,6.6,0.46,5830
0,0,1,1.0,2.0,3.6,0.18,6061
0,1,1,2.0,4.0,3.3,0.26,6056
1,0,0,0.0,1.0,3.5,0.28,5868
0,0,1,1.0,4.0,5.2,0.41,5976
0,0,0,2.0,5.0,7.0,0.63,5947
1,1,0,3.0,8.0,7.3,0.75,5758
0,1,0,2.0,6.0,7.0,0.7,5982
1,1,0,3.0,7.0,7.5,0.72,5831
0,0,1,3.0,4.0,5.5,0.32,6018
0,1,0,0.0,1.0,4.0,0.28,5894
0,0,1,3.0,4.0,4.8,0.43,5807
1,1,0,1.0,2.0,2.0,0.15,5852
1,1,1,4.0,8.0,7.8,0.6,6094
0,0,0,4.0,9.0,8.0,0.76,6012
0,0,0,4.0,8.0,9.0,0.84,5988
0,1,1,2.0,3.0,2.6,0.17,5841
1,1,0,1.0,3.0,5.0,0.32,5859
1,0,0,3.0,6.0,8.6,0.87,6046
1,0,0,1.0,3.0,6.8,0.54,5790
1,1,1,3.0,8.0,7.9,0.77,6055
0,1,1,3.0,5.0,5.0,0.32,5849
1,0,0,1.0,3.0,5.2,0.4,5774
1,0,0,5.0,9.0,8.1,0.72,6019
0,0,0,2.0,4.0,5.2,0.34,5894
1,1,0,3.0,7.0,7.9,0.77,5975
0,0,0,1.0,4.0,6.0,0.42,6062
0,0,0,2.0,4.0,4.2,0.31,5866
1,1,1,2.0,4.0,6.6,0.45,5878
1,1,0,3.0,5.0,7.5,0.58,5762
0,1,1,0.0,1.0,2.3,0.16,6048
1,0,0,3.0,6.0,8.9,0.72,5825
0,0,1,2.0,3.0,4.6,0.38,5948
0,1,0,2.0,5.0,5.9,0.57,6004
1,0,0,1.0,3.0,4.8,0.4,5843
1,0,1,3.0,6.0,7.6,0.57,5875
1,1,0,1.0,4.0,4.9,0.36,6028
0,1,0,4.0,9.0,9.5,0.99,6045
1,0,0,2.0,5.0,7.5,0.6,6072
0,0,0,3.0,6.0,8.3,0.63,6007
1,0,1,2.0,4.0,6.3,0.4,5983
0,1,0,0.0,1.0,0.5,0.01,6027
0,1,0,4.0,8.0,9.3,0.77,5949
1,1,1,2.0,6.0,6.0,0.55,5927
0,0,0,3.0,6.0,6.7,0.58,5759
0,1,0,4.0,6.0,6.9,0.69,6088
1,1,1,3.0,5.0,5.7,0.54,6027
0,1,0,3.0,5.0,5.8,0.53,6033
1,0,0,4.0,9.0,9.3,0.97,5929
0,0,1,0.0,2.0,2.5,0.17,5947
0,1,1,0.0,1.0,4.6,0.22,5751
0,1,1,1.0,1.0,3.1,0.26,5793
0,0,1,1.0,3.0,4.5,0.35,5805
1,0,1,3.0,7.0,7.6,0.73,5817
0,0,1,3.0,5.0,5.3,0.36,5978
1,1,1,3.0,5.0,8.2,0.69,5981
1,1,0,4.0,7.0,7.9,0.6,6057
0,0,0,2.0,3.0,4.5,0.25,5816
1,0,0,2.0,4.0,5.1,0.34,6042
1,0,1,2.0,3.0,4.8,0.39,5921
0,1,0,2.0,6.0,8.5,0.71,5845
1,1,0,2.0,4.0,7.0,0.63,5905
1,0,0,3.0,6.0,8.0,0.65,6080
0,1,0,2.0,5.0,7.9,0.65,5773
1,0,1,2.0,3.0,3.5,0.24,6004
0,0,0,2.0,3.0,4.8,0.37,5765
1,0,0,3.0,6.0,9.2,0.8,6092
0,0,0,2.0,3.0,5.0,0.38,6075
1,0,1,3.0,5.0,4.9,0.45,5815
0,1,1,1.0,4.0,6.1,0.37,5821
1,1,1,2.0,5.0,6.2,0.61,5810
0,1,1,2.0,6.0,7.0,0.59,5806
1,1,1,2.0,5.0,4.7,0.41,5782
1,1,1,1.0,2.0,3.7,0.29,6008
1,1,1,1.0,3.0,4.8,0.25,5981
0,1,1,3.0,5.0,4.1,0.34,5748
0,1,1,2.0,3.0,4.4,0.26,6041
1,0,1,5.0,10.0,9.2,1.0,5981
